,Title,Location,Price,Size,Listing_Type
2529,81 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,81 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2530,Semi Furnished Monthly in Muscat Seeb,"Muscat, Seeb",75 OMR,Semi Furnished Monthly in Muscat Seeb,For Rent
2531,200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",75 OMR,200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2532,500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2533,330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,330 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2534,355 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,355 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2535,محل للأخلاء موقع مميز للمشاريع حوله كل الخدمات,"Muscat, Al Maabilah","2,000 OMR",محل للأخلاء موقع مميز للمشاريع حوله كل الخدمات,For Rent
2536,150 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,"Muscat, Al-Wuttayah",180 OMR,150 m2 3 Bedrooms Apartments for Rent in Muscat Al-Wuttayah,For Rent
2537,6 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,6 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2538,10 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,10 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2539,121 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,121 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2540,Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,Unfurnished Monthly in Muscat Al Maabilah,For Rent
2541,555 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,555 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2542,300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2543,270 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55 OMR,270 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2544,100 m2 Studio Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",210 OMR,100 m2 Studio Apartments for Rent in Muscat Azaiba,For Rent
2545,500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2546,99 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,99 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2547,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2548,Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",17 OMR,Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
2549,8 rooms partitioned one hall one meeting room,"Muscat, Ruwi",325 OMR,8 rooms partitioned one hall one meeting room,For Rent
2550,350 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,350 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2551,700 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",20 OMR,700 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,For Rent
2552,90 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba",10 OMR,90 m2 1 Bedroom Apartments for Rent in Muscat Azaiba,For Rent
2553,420 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",90 OMR,420 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2554,Alwishar Villa الفاخرة  اللإيجار الموسمي – متاحة الآن خلال موسم الخريف,"Dhofar, Salala",1 OMR,Alwishar Villa الفاخرة  اللإيجار الموسمي – متاحة الآن خلال موسم الخريف,For Rent
2555,2000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,2000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2556,Unfurnished Yearly in Muscat Ruwi,"Muscat, Ruwi",100 OMR,Unfurnished Yearly in Muscat Ruwi,For Rent
2557,280 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,280 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2558,75 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",160 OMR,75 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,For Rent
2559,2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",28 OMR,2 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2560,Furnished Daily in Muscat Al-Hail,"Muscat, Al-Hail",5 OMR,Furnished Daily in Muscat Al-Hail,For Rent
2561,Room for only good indian,"Muscat, Al Khuwair",100 OMR,Room for only good indian,For Rent
2562,Furnished Monthly in Muscat Bosher,"Muscat, Bosher",100 OMR,Furnished Monthly in Muscat Bosher,For Rent
2563,111 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,111 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2564,2 محال للايجار سعر الواحد 300 ريال قابل للتفاوض,"Muscat, Al Khoud",600 OMR,2 محال للايجار سعر الواحد 300 ريال قابل للتفاوض,For Rent
2565,85 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,"Muscat, Ansab",385 OMR,85 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,For Rent
2566,95 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",250 OMR,95 m2 2 Bedrooms Apartments for Rent in Muscat Al-Hail,For Rent
2567,Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",25 OMR,Furnished Monthly in Muscat Al-Hail,For Rent
2568,114 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,114 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2569,Furnished Daily in Al Batinah Rustaq,"Al Batinah, Rustaq",13 OMR,Furnished Daily in Al Batinah Rustaq,For Rent
2570,370 m2 4 Bedrooms Villa for Rent in Muscat Amerat,"Muscat, Amerat",500 OMR,370 m2 4 Bedrooms Villa for Rent in Muscat Amerat,For Rent
2571,1365 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1365 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2572,97 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",160 OMR,97 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,For Rent
2573,3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",60 OMR,3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
2574,ROOM IN SALALAH,"Dhofar, Salala",20 OMR,ROOM IN SALALAH,For Rent
2575,250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55 OMR,250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2576,400 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,400 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2577,Unfurnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,Unfurnished Monthly in Muscat Al Mawaleh,For Rent
2578,looking for room for lady,"Muscat, Other",20 OMR,looking for room for lady,For Rent
2579,Furnished Daily in Dhofar Salala,"Dhofar, Salala",20 OMR,Furnished Daily in Dhofar Salala,For Rent
2580,Semi Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",130 OMR,Semi Furnished Monthly in Muscat Al Mawaleh,For Rent
2581,Alkhoud-8Bed townhouse-Garage parking-prime location-OMR 600 Only!!,"Muscat, Al Khoud",600 OMR,Alkhoud-8Bed townhouse-Garage parking-prime location-OMR 600 Only!!,For Rent
2582,room with attached bath room and kitchen,"Muscat, Al Maabilah",95 OMR,room with attached bath room and kitchen,For Rent
2583,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",15 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,For Rent
2584,150 m2 3 Bedrooms Townhouse for Rent in Al Batinah Liwa,"Al Batinah, Liwa",150 OMR,150 m2 3 Bedrooms Townhouse for Rent in Al Batinah Liwa,For Rent
2585,500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2586,80 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",220 OMR,80 m2 Studio Apartments for Rent in Muscat Al Maabilah,For Rent
2587,400 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",29 OMR,400 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,For Rent
2588,150 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",25 OMR,150 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,For Rent
2589,Commercial space for rent in Alkhuwair,"Muscat, Al Khuwair",450 OMR,Commercial space for rent in Alkhuwair,For Rent
2590,room for rent 90 rial,"Muscat, Al Maabilah",90 OMR,room for rent 90 rial,For Rent
2591,Unfurnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",110 OMR,Unfurnished Monthly in Muscat Al-Hail,For Rent
2592,Shop for rent in Al hail,"Muscat, Al-Hail",450 OMR,Shop for rent in Al hail,For Rent
2593,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2594,2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,2 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
2595,4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,4 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
2596,Furnished Daily in Al Dakhiliya Izki,"Al Dakhiliya, Izki",13 OMR,Furnished Daily in Al Dakhiliya Izki,For Rent
2597,1000 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",130 OMR,1000 m2 2 Bedrooms Apartments for Rent in Al Batinah Sohar,For Rent
2598,3 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",50 OMR,3 Bedrooms Chalet for Rent in Dhofar Mirbat,For Rent
2599,600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,600 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2600,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2601,1 Bedroom Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",40 OMR,1 Bedroom Chalet for Rent in Al Batinah Barka,For Rent
2602,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",13 OMR,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
2603,451 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,451 m2 5 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2604,600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",180 OMR,600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2605,2 BEDRooms flat for  25 rial in khareef.  Studio 15 near airport.. Auqad Al Shamaliya,"Dhofar, Other",7 OMR,2 BEDRooms flat for  25 rial in khareef.  Studio 15 near airport.. Auqad Al Shamaliya,For Rent
2606,90 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",15 OMR,90 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,For Rent
2607,200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2608,680 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,680 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2609,200 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,"Al Batinah, Sohar",230 OMR,200 m2 3 Bedrooms Villa for Rent in Al Batinah Sohar,For Rent
2610,350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",350 OMR,350 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,For Rent
2611,Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",150 OMR,Furnished Monthly in Muscat Al Maabilah,For Rent
2612,3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,3 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
2613,1 Bedroom Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",45 OMR,1 Bedroom Chalet for Rent in Al Dakhiliya Nizwa,For Rent
2614,250 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",25 OMR,250 m2 2 Bedrooms Apartments for Rent in Dhofar Taqah,For Rent
2615,250 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",25 OMR,250 m2 3 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,For Rent
2616,4 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,4 Bedrooms Chalet for Rent in Dhofar Salala,For Rent
2617,محل تجهيز سوبر ديلوكس للإيجار يصلح لكل المهن على باب رئيسي,"Muscat, Al-Hail",,محل تجهيز سوبر ديلوكس للإيجار يصلح لكل المهن على باب رئيسي,For Rent
2618,Single room,"Muscat, Al Mawaleh",90 OMR,Single room,For Rent
2619,3 Bedrooms Chalet for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",75 OMR,3 Bedrooms Chalet for Rent in Al Sharqiya Sur,For Rent
2620,3 Bedrooms Chalet for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",99 OMR,3 Bedrooms Chalet for Rent in Muscat Al-Sifah,For Rent
2621,Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",35 OMR,Furnished Monthly in Muscat Al Khuwair,For Rent
2622,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2623,Semi Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",75 OMR,Semi Furnished Monthly in Muscat Al Maabilah,For Rent
2624,77 m2 1 Bedroom Villa for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,77 m2 1 Bedroom Villa for Rent in Dhofar Salala,For Rent
2625,معارض صناعية عوقد,"Dhofar, Salala",450 OMR,معارض صناعية عوقد,For Rent
2626,600 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",600 OMR,600 m2 More than 6 bedrooms Villa for Rent in Muscat Al Mawaleh,For Rent
2627,2bhk fully furnished modern cozy flat in prime location bosher,"Muscat, Bosher",25 OMR,2bhk fully furnished modern cozy flat in prime location bosher,For Rent
2628,500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2629,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",95 OMR,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2630,80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2631,200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2632,80 m2 2 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",70 OMR,80 m2 2 Bedrooms Townhouse for Rent in Al Batinah Suwaiq,For Rent
2633,20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",15 OMR,20 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
2634,Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",45 OMR,Furnished Monthly in Muscat Al Khoud,For Rent
2635,8 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",9 OMR,8 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,For Rent
2636,Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",10 OMR,Furnished Daily in Muscat Al Mawaleh,For Rent
2637,Apartment for rent in Darsait,"Muscat, Darsait",300 OMR,Apartment for rent in Darsait,For Rent
2638,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2639,300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2640,250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2641,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",23 OMR,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2642,Villa for rent in Muscat hills,"Muscat, Muscat Hills","1,700 OMR",Villa for rent in Muscat hills,For Rent
2643,60 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,60 m2 Studio Apartments for Rent in Dhofar Salala,For Rent
2644,1 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65 OMR,1 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2645,1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2646,360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2647,360 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",100 OMR,360 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2648,55 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",14 OMR,55 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
2649,Furnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",150 OMR,Furnished Monthly in Muscat Ghubrah,For Rent
2650,Executive bachelors room in Al khoud area,"Muscat, Al Khoud",100 OMR,Executive bachelors room in Al khoud area,For Rent
2651,50 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,50 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
2652,Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,Furnished Monthly in Muscat Al Maabilah,For Rent
2653,محل في معبيله اخلاء,"Muscat, Al Maabilah","3,000 OMR",محل في معبيله اخلاء,For Rent
2654,200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala","99,999 OMR",200 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
2655,100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,For Rent
2656,350 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",90 OMR,350 m2 3 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2657,مخازن ومستودعات في مدينة خزائن الاقتصادية,"Al Batinah, Barka","1,380 OMR",مخازن ومستودعات في مدينة خزائن الاقتصادية,For Rent
2658,Warehouses available for rent in Darsait and Ghala,"Muscat, Ghala",,Warehouses available for rent in Darsait and Ghala,For Rent
2659,60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,60 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2660,360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,360 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2661,مكاتب ومحلات لإيجار أو للبيع,"Muscat, Other",100 OMR,مكاتب ومحلات لإيجار أو للبيع,For Rent
2662,Furnished Daily in Muscat Al Khuwair,"Muscat, Al Khuwair",10 OMR,Furnished Daily in Muscat Al Khuwair,For Rent
2663,Unfurnished Yearly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",115 OMR,Unfurnished Yearly in Muscat Al Mawaleh,For Rent
2664,Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",8 OMR,Furnished Daily in Muscat Al Mawaleh,For Rent
2665,600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,600 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
2666,170 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,170 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2667,185 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,185 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2668,Furnished Daily in Dhofar Salala,"Dhofar, Salala",30 OMR,Furnished Daily in Dhofar Salala,For Rent
2669,Unfurnished Monthly in Muscat Seeb,"Muscat, Seeb",70 OMR,Unfurnished Monthly in Muscat Seeb,For Rent
2670,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
2671,250 m2 4 Bedrooms Villa for Rent in Muscat Other,"Muscat, Other",50 OMR,250 m2 4 Bedrooms Villa for Rent in Muscat Other,For Rent
2672,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2673,2BR Apartment For Rent in Almouj Juman2,"Muscat, Al Mouj","1,100 OMR",2BR Apartment For Rent in Almouj Juman2,For Rent
2674,400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,400 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
2675,140 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",80 OMR,140 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
